Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
27_V_33_S27_L002_I2_001	27_V_33_S27_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78939714.0	0.0	10.0	69.0	4.560442162230281e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L003_I1_001	27_V_33_S27_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	10.0	30.0	4.728872142376342e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L003_I2_001	27_V_33_S27_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74013420.0	0.0	10.0	69.0	4.99909340765499e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L004_I1_001	27_V_33_S27_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	10.0	30.0	4.9585758507356276e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
27_V_33_S27_L004_I2_001	27_V_33_S27_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	10.0	69.0	5.0963140688116166e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L001_I1_001	28_V_34_S28_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	10.0	49.0	4.268213460720888e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L001_I2_001	28_V_34_S28_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	10.0	49.0	4.268213460720888e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L002_I1_001	28_V_34_S28_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	10.0	49.0	4.321717757849363e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L002_I2_001	28_V_34_S28_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	10.0	49.0	4.44519540807363e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L003_I1_001	28_V_34_S28_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	10.0	49.0	4.604844662341016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L003_I2_001	28_V_34_S28_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	10.0	49.0	4.867978643046217e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L004_I1_001	28_V_34_S28_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	10.0	49.0	4.834626042951381e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L004_I2_001	28_V_34_S28_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	10.0	49.0	4.968921210811143e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L001_I1_001	29_P_35_S29_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	10.0	49.0	5.62162915069776e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L001_I2_001	29_P_35_S29_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	10.0	30.0	5.62162915069776e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L002_I1_001	29_P_35_S29_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	10.0	49.0	5.683380281031463e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L002_I2_001	29_P_35_S29_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	10.0	30.0	5.84576257477522e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L003_I1_001	29_P_35_S29_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	10.0	49.0	6.055754955225305e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L003_I2_001	29_P_35_S29_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	10.0	30.0	6.401798095523895e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L004_I1_001	29_P_35_S29_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	10.0	49.0	6.351080085849667e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L004_I2_001	29_P_35_S29_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	10.0	30.0	6.527498977123268e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L001_I1_001	30_P_36_S30_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	10.0	69.0	5.007106299851019e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L001_I2_001	30_P_36_S30_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	10.0	40.0	5.007106299851019e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L002_I1_001	30_P_36_S30_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	10.0	69.0	5.054864342172375e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L002_I2_001	30_P_36_S30_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	10.0	40.0	5.199289037663014e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L003_I1_001	30_P_36_S30_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	10.0	69.0	5.3911710486104946e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L003_I2_001	30_P_36_S30_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	10.0	40.0	5.699237965673952e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L004_I1_001	30_P_36_S30_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	10.0	69.0	5.669245716778562e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L004_I2_001	30_P_36_S30_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	10.0	40.0	5.826724764466856e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
31_V_35_S31_L001_I1_001	31_V_35_S31_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	10.0	39.0	4.618203790275965e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L001_I2_001	31_V_35_S31_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	10.0	60.0	4.618203790275965e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L002_I1_001	31_V_35_S31_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	10.0	39.0	4.6689676584345474e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L002_I2_001	31_V_35_S31_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	10.0	60.0	4.8023667343898204e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L003_I1_001	31_V_35_S31_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	10.0	39.0	4.965669418844015e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L003_I2_001	31_V_35_S31_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	10.0	60.0	5.249421957063673e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L004_I1_001	31_V_35_S31_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	10.0	39.0	5.214727183363178e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L004_I2_001	31_V_35_S31_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	10.0	60.0	5.359580716234377e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L001_I1_001	32_V_36_S32_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	10.0	39.0	5.143204067716013e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L001_I2_001	32_V_36_S32_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	10.0	40.0	5.2901527553650417e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L002_I1_001	32_V_36_S32_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	10.0	39.0	5.2038095037589274e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L002_I2_001	32_V_36_S32_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	10.0	40.0	5.352489775294897e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L003_I1_001	32_V_36_S32_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62991368.0	0.0	10.0	39.0	5.556316859160766e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L004_I2_001	32_V_36_S32_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	10.0	40.0	5.9822480185379846e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L001_I1_001	33_P_37_S33_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	10.0	59.0	5.314451058354708e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L001_I2_001	33_P_37_S33_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	10.0	49.0	5.314451058354708e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L002_I1_001	33_P_37_S33_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	10.0	59.0	5.3813610686017754e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L002_I2_001	33_P_37_S33_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	10.0	49.0	5.5351142419903974e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L003_I1_001	33_P_37_S33_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	10.0	59.0	5.744871786854227e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L003_I2_001	33_P_37_S33_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	10.0	49.0	6.073150174674468e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L004_I1_001	33_P_37_S33_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	10.0	59.0	6.043261290272545e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L004_I2_001	33_P_37_S33_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	10.0	49.0	6.211129659446782e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L001_I1_001	34_P_38_S34_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	10.0	39.0	3.759130350325924e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L001_I2_001	34_P_38_S34_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	10.0	49.0	3.8665340746209504e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L002_I1_001	34_P_38_S34_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	10.0	39.0	3.81054094918354e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L002_I2_001	34_P_38_S34_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	10.0	49.0	3.9194135477316415e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L003_I1_001	34_P_38_S34_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	10.0	39.0	4.074938064434225e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L003_I2_001	34_P_38_S34_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	10.0	49.0	4.30779166811618e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L004_I1_001	34_P_38_S34_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	10.0	39.0	4.284751695842236e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L004_I2_001	34_P_38_S34_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	10.0	49.0	4.403772576282297e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L001_I1_001	35_V_37_S35_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	10.0	40.0	4.217910157597754e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L001_I2_001	35_V_37_S35_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	10.0	40.0	4.338421876386261e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L002_I1_001	35_V_37_S35_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	10.0	40.0	4.2702452786185585e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L002_I2_001	35_V_37_S35_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81962505.0	0.0	10.0	40.0	4.3922522865790883e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L003_I1_001	35_V_37_S35_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	10.0	40.0	4.5618945469849726e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L003_I2_001	35_V_37_S35_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76722510.0	0.0	10.0	40.0	4.822574235384114e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L004_I1_001	35_V_37_S35_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	10.0	40.0	4.79699369207322e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L004_I2_001	35_V_37_S35_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75047003.0	0.0	10.0	40.0	4.930243516853032e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L001_I1_001	36_V_38_S36_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	10.0	39.0	4.311156567398509e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L001_I2_001	36_V_38_S36_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81184711.0	0.0	10.0	50.0	4.4343324693241815e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L002_I1_001	36_V_38_S36_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	10.0	39.0	4.3619794912187124e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L002_I2_001	36_V_38_S36_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80238800.0	0.0	10.0	50.0	4.486607476682104e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L003_I1_001	36_V_38_S36_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75384516.0	0.0	10.0	39.0	4.6428632638564667e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L003_I2_001	36_V_38_S36_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75384516.0	0.0	10.0	50.0	4.9081697360768354e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L004_I1_001	36_V_38_S36_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67872899.0	0.0	10.0	39.0	5.156697373424406e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
36_V_38_S36_L004_I2_001	36_V_38_S36_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69245099.0	0.0	10.0	50.0	5.3433384505667325e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L001_I1_001	38_P_40_S38_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	10.0	39.0	3.947485406118257e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L001_I2_001	38_P_40_S38_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88664039.0	0.0	10.0	40.0	3.947485406118257e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L002_I1_001	38_P_40_S38_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	10.0	39.0	4.00559231042553e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L002_I2_001	38_P_40_S38_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87377839.0	0.0	10.0	40.0	4.120037805009116e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L003_I1_001	38_P_40_S38_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	10.0	39.0	4.2761989576093065e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L003_I2_001	38_P_40_S38_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81848390.0	0.0	10.0	40.0	4.52055318375841e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L004_I1_001	38_P_40_S38_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	10.0	39.0	4.4927808312810164e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
38_P_40_S38_L004_I2_001	38_P_40_S38_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80128547.0	0.0	10.0	40.0	4.6175802988166e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L001_I1_001	39_V_39_S39_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	10.0	49.0	5.920350747289507e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L001_I2_001	39_V_39_S39_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59118119.0	0.0	10.0	30.0	5.920350747289507e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L002_I1_001	39_V_39_S39_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	10.0	49.0	5.9983557992609446e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L002_I2_001	39_V_39_S39_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58349323.0	0.0	10.0	30.0	6.169737393525543e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L003_I1_001	39_V_39_S39_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	10.0	49.0	6.374138742308486e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L003_I2_001	39_V_39_S39_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54909379.0	0.0	10.0	30.0	6.738375241868972e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L004_I1_001	39_V_39_S39_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	10.0	49.0	6.700817881355877e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
39_V_39_S39_L004_I2_001	39_V_39_S39_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53724785.0	0.0	10.0	30.0	6.886951711393539e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L001_I1_001	40_V_40_S40_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	10.0	39.0	5.806018243139688e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L001_I2_001	40_V_40_S40_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60282277.0	0.0	10.0	49.0	5.806018243139688e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L002_I1_001	40_V_40_S40_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	10.0	39.0	5.877734622330612e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L002_I2_001	40_V_40_S40_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59546751.0	0.0	10.0	49.0	6.045669897254344e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L003_I1_001	40_V_40_S40_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	10.0	39.0	6.265276534269559e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L003_I2_001	40_V_40_S40_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55863456.0	0.0	10.0	49.0	6.62329233622782e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L004_I1_001	40_V_40_S40_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	10.0	39.0	6.586589955336883e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
40_V_40_S40_L004_I2_001	40_V_40_S40_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54656507.0	0.0	10.0	49.0	6.769550787429574e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L001_I1_001	Undetermined_S0_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	10.0	59.0	0.27805121655335885	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L001_I2_001	Undetermined_S0_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	178158028.0	0.0	10.0	47.0	0.25624536385044194	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L002_I1_001	Undetermined_S0_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	10.0	58.0	0.25623904447501	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L002_I2_001	Undetermined_S0_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	177563908.0	0.0	10.0	47.0	0.21734044629770077	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L003_I1_001	Undetermined_S0_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	10.0	58.0	0.2611706439344714	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L003_I2_001	Undetermined_S0_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	162757249.0	0.0	10.0	47.0	0.21561291878044683	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L004_I1_001	Undetermined_S0_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	10.0	58.0	0.2853825195623156	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
Undetermined_S0_L004_I2_001	Undetermined_S0_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158280869.0	0.0	10.0	47.0	0.2338365931506495	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
