Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
14_P_28_S14_L002_R1_001	14_P_28_S14_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	28.0	49.0	90.05755676738237	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L002_R2_001	14_P_28_S14_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62580875.0	0.0	150.0	40.0	78.39140484238985	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
14_P_28_S14_L003_I1_001	14_P_28_S14_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	10.0	39.0	6.000394208755532e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L003_I2_001	14_P_28_S14_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	10.0	49.0	6.343273877827277e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L003_R1_001	14_P_28_S14_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	28.0	49.0	90.08664401785586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L003_R2_001	14_P_28_S14_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58329501.0	0.0	150.0	40.0	78.40110025299718	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
14_P_28_S14_L004_I1_001	14_P_28_S14_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	10.0	39.0	6.316500246185596e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L004_I2_001	14_P_28_S14_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	10.0	49.0	6.491958586357419e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
14_P_28_S14_L004_R1_001	14_P_28_S14_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	28.0	49.0	91.11352095769286	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
14_P_28_S14_L004_R2_001	14_P_28_S14_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993586.0	0.0	150.0	40.0	79.3142391383952	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
15_V_27_S15_L001_I1_001	15_V_27_S15_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	10.0	39.0	5.1078859205926006e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L001_I2_001	15_V_27_S15_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	10.0	30.0	5.1078859205926006e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
15_V_27_S15_L001_R1_001	15_V_27_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	28.0	49.0	63.58450121504073	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L001_R2_001	15_V_27_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68521499.0	0.0	150.0	42.0	67.36554011746509	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L002_I1_001	15_V_27_S15_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	10.0	39.0	5.1829899010182204e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L002_I2_001	15_V_27_S15_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	10.0	30.0	5.331075326761598e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L002_R1_001	15_V_27_S15_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	28.0	49.0	63.65506005260799	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L002_R2_001	15_V_27_S15_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67528590.0	0.0	150.0	42.0	66.9948939773388	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L003_I1_001	15_V_27_S15_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	10.0	39.0	5.5603629747757626e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L003_I2_001	15_V_27_S15_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	10.0	30.0	5.878098001905806e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L003_R1_001	15_V_27_S15_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	28.0	49.0	64.75809453271731	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L003_R2_001	15_V_27_S15_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62945531.0	0.0	150.0	42.0	67.27629370512643	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
15_V_27_S15_L004_I1_001	15_V_27_S15_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	10.0	39.0	5.8508941555857095e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L004_I2_001	15_V_27_S15_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	10.0	30.0	6.013418993240868e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
15_V_27_S15_L004_R1_001	15_V_27_S15_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	28.0	49.0	65.9003947279978	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
15_V_27_S15_L004_R2_001	15_V_27_S15_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61529057.0	0.0	150.0	42.0	68.21372915378238	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L001_I1_001	16_V_28_S16_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	10.0	29.0	4.540900258386307e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L001_I2_001	16_V_28_S16_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	10.0	39.0	4.540900258386307e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L001_R1_001	16_V_28_S16_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	28.0	49.0	54.92733715843335	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L001_R2_001	16_V_28_S16_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77077227.0	0.0	150.0	42.0	67.72182239707647	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L002_I1_001	16_V_28_S16_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	10.0	29.0	4.613437927089016e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L002_I2_001	16_V_28_S16_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	10.0	39.0	4.74525043929156e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L002_R1_001	16_V_28_S16_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	28.0	49.0	55.08135788267332	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L002_R2_001	16_V_28_S16_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75865332.0	0.0	150.0	42.0	67.40589596658853	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L003_I1_001	16_V_28_S16_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	10.0	29.0	4.960291520017419e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L003_I2_001	16_V_28_S16_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	10.0	39.0	5.243736749732701e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L003_R1_001	16_V_28_S16_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	28.0	49.0	56.59617680630576	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L003_R2_001	16_V_28_S16_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70560369.0	0.0	150.0	42.0	68.00617312868987	150.0	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
16_V_28_S16_L004_I1_001	16_V_28_S16_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	10.0	29.0	5.207522822185748e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L004_I2_001	16_V_28_S16_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	10.0	39.0	5.35217623391313e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
16_V_28_S16_L004_R1_001	16_V_28_S16_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	28.0	49.0	57.49259154326381	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
16_V_28_S16_L004_R2_001	16_V_28_S16_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69130758.0	0.0	150.0	42.0	69.07820209747263	150.0	pass	pass	warn	pass	warn	fail	pass	pass	warn	warn	pass
17_P_29_S17_L001_I1_001	17_P_29_S17_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	10.0	50.0	5.4920582954057025e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L001_I2_001	17_P_29_S17_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	10.0	39.0	5.4920582954057025e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L001_R1_001	17_P_29_S17_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	28.0	49.0	94.63786987306867	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L001_R2_001	17_P_29_S17_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63728384.0	0.0	150.0	42.0	80.75955945741036	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L002_I1_001	17_P_29_S17_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	10.0	50.0	5.562793014161885e-05	10.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L002_I2_001	17_P_29_S17_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	10.0	39.0	5.7217299574236536e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L002_R1_001	17_P_29_S17_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	28.0	49.0	94.35782163235886	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L002_R2_001	17_P_29_S17_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62918034.0	0.0	150.0	42.0	80.49754844318777	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L003_I1_001	17_P_29_S17_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	10.0	50.0	5.9200440207707616e-05	10.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L003_I2_001	17_P_29_S17_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	10.0	39.0	6.258332250529091e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L003_R1_001	17_P_29_S17_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	28.0	49.0	94.01231164386111	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L003_R2_001	17_P_29_S17_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59121182.0	0.0	150.0	42.0	80.59534593180258	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
17_P_29_S17_L004_I1_001	17_P_29_S17_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	10.0	50.0	6.218361602321853e-05	10.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
17_P_29_S17_L004_I2_001	17_P_29_S17_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	10.0	39.0	6.391093869053016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
17_P_29_S17_L004_R1_001	17_P_29_S17_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	28.0	49.0	94.91441629968669	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
17_P_29_S17_L004_R2_001	17_P_29_S17_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57893063.0	0.0	150.0	42.0	81.47344617979074	150.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	warn	pass
18_P_30_S18_L001_I1_001	18_P_30_S18_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	10.0	40.0	5.6965997484381545e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L001_I2_001	18_P_30_S18_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	10.0	49.0	5.6965997484381545e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L001_R1_001	18_P_30_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	28.0	49.0	86.74187358471424	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L001_R2_001	18_P_30_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61440160.0	0.0	150.0	43.0	72.81814435345932	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L002_I1_001	18_P_30_S18_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	10.0	40.0	5.770398767693423e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L002_I2_001	18_P_30_S18_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	10.0	49.0	5.935267303913236e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L002_R1_001	18_P_30_S18_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	28.0	49.0	86.70834872798206	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L002_R2_001	18_P_30_S18_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60654387.0	0.0	150.0	43.0	72.39920960287878	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L003_I1_001	18_P_30_S18_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	10.0	40.0	6.141075955108384e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L003_I2_001	18_P_30_S18_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	10.0	49.0	6.491994581114577e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L003_R1_001	18_P_30_S18_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	28.0	49.0	86.74848114866707	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L003_R2_001	18_P_30_S18_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56993270.0	0.0	150.0	43.0	72.34495550752139	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
18_P_30_S18_L004_I1_001	18_P_30_S18_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	10.0	40.0	6.455004904189977e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L004_I2_001	18_P_30_S18_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	10.0	49.0	6.63431059597303e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
18_P_30_S18_L004_R1_001	18_P_30_S18_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	28.0	49.0	87.75710214497983	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
18_P_30_S18_L004_R2_001	18_P_30_S18_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55770678.0	0.0	150.0	43.0	73.35438137300974	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
19_V_29_S19_L001_I1_001	19_V_29_S19_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	10.0	39.0	4.399984597539632e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L001_I2_001	19_V_29_S19_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	10.0	50.0	4.399984597539632e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L001_R1_001	19_V_29_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	28.0	49.0	60.42866217472873	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L001_R2_001	19_V_29_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	79545733.0	0.0	150.0	44.0	65.90492541640234	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L002_I1_001	19_V_29_S19_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	10.0	39.0	4.454359027471903e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L002_I2_001	19_V_29_S19_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	10.0	50.0	4.581626428256814e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L002_R1_001	19_V_29_S19_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	28.0	49.0	60.44029534797548	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L002_R2_001	19_V_29_S19_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78574717.0	0.0	150.0	44.0	65.84561157885499	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L003_I1_001	19_V_29_S19_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	10.0	39.0	4.7544831753851006e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L003_I2_001	19_V_29_S19_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	10.0	50.0	5.02616792826425e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L003_R1_001	19_V_29_S19_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	28.0	49.0	61.440992863643686	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L003_R2_001	19_V_29_S19_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73614731.0	0.0	150.0	44.0	66.06859958604623	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
19_V_29_S19_L004_I1_001	19_V_29_S19_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	10.0	39.0	4.9923335091790364e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L004_I2_001	19_V_29_S19_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	10.0	49.0	5.131009439989565e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
19_V_29_S19_L004_R1_001	19_V_29_S19_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	28.0	49.0	62.61164847247427	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
19_V_29_S19_L004_R2_001	19_V_29_S19_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72110567.0	0.0	150.0	44.0	67.13457520785535	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
20_V_30_S20_L001_I1_001	20_V_30_S20_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	10.0	59.0	5.549219931884752e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L001_I2_001	20_V_30_S20_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	10.0	70.0	5.549219931884752e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L001_R1_001	20_V_30_S20_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	28.0	49.0	79.94178561254922	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L001_R2_001	20_V_30_S20_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63071928.0	0.0	150.0	44.0	72.40091816789104	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L002_I1_001	20_V_30_S20_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	10.0	59.0	5.625508666530069e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L002_I2_001	20_V_30_S20_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	10.0	69.0	5.786237485573785e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L002_R1_001	20_V_30_S20_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	28.0	49.0	79.86678551889743	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L002_R2_001	20_V_30_S20_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62216596.0	0.0	150.0	44.0	71.92583704363764	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L003_I1_001	20_V_30_S20_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	10.0	59.0	5.9879069599700895e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L003_I2_001	20_V_30_S20_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	10.0	69.0	6.33007307196838e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L003_R1_001	20_V_30_S20_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	28.0	49.0	80.43753629315324	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L003_R2_001	20_V_30_S20_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58451142.0	0.0	150.0	44.0	72.12246414713015	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
20_V_30_S20_L004_I1_001	20_V_30_S20_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	10.0	59.0	6.30131480083977e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L004_I2_001	20_V_30_S20_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	10.0	69.0	6.476351323085319e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
20_V_30_S20_L004_R1_001	20_V_30_S20_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	28.0	49.0	81.60041650210505	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
20_V_30_S20_L004_R2_001	20_V_30_S20_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57130934.0	0.0	150.0	44.0	73.00046428983879	150.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	warn	pass
21_P_31_S21_L001_I1_001	21_P_31_S21_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	10.0	59.0	4.570332945098784e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
21_P_31_S21_L001_I2_001	21_P_31_S21_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76580854.0	0.0	10.0	50.0	4.570332945098784e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
